리뷰,rep,index,Processing,평가
텐트 대여 1일  1만원 (신분증 지참)돗자리 대여- 2천원 -3천원.그늘막 텐트 설치 구역외 설치시- 과태료 1백만원.설치시간: 4월-10월 (AM 9시-PM7시).텐트 규격-2M×2M (2면 이상 개방)/승용차 이용시 여의도 2 주차장이 가장 가까움.,1,155,"['텐트', '대여', '1일', '1만원', '신분증', '지다', '차다', '돗자리', '대여', '2천원', '3천원', '그늘', '막', '텐트', '설치', '구역', '외', '설치다', '과태료', '백만원', '설치', ':', '4월', '10월', 'AM', '9시', 'PM', '7시', ').', '텐트', '규격', 'M', '×', 'M', '면', '개방', ')/', '승용차', '이용', '시', '여의도', '주차장', '가장', '가깝다', '움']",부정
여의도 1 주차장은  한 참 걸림.,2,155,"['여의도', '주차장', '은', '하다', '차다', '걸리다']",부정
돗자리나 텐트치기 딱 좋은 곳.....하지만 밤도깨비 야시장을 이용은 1시간에 하나 살 수 있어서 음식은 따로 사오는게 나을 것 같다..,0,156,"['돗자리', '텐트', '치기', '좋다', '곳', '.....', '밤', '도깨비', '야시장', '이용', '은', '1시간', '살', '수', '음식', '은', '따로', '사오다', '나다', '..']",긍정
맛도 특출나지 않고 그냥 분위기에 먹는 맛!,1,156,"['맛', '도', '특출나다', '않다', '그냥', '분위기', '먹다', '맛']",긍정
주말이면 정말 많은 사람들이 몰린다.,0,157,"['주말', '이면', '정말', '많다', '사람', '몰리다']",긍정
장사하는 사람도 엄청나게 많다.,1,157,"['장사', '하다', '사람', '도', '엄청나다', '많다']",부정
먹거리장터도 열려서 맛있는 푸드트럭 메뉴도 엄청나게 많다.,2,157,"['먹거리', '장터', '도', '열리다', '맛있다', '푸드', '트럭', '메뉴', '도', '엄청나다', '많다']",긍정
"음식 냄새가 나는 곳도 있지만, 대체로 관리를 많이해서 깔끔하다~  지전거는 1시간에 3,000원 돗자리는 2천원에 렌트가 가능하다.",3,157,"['음식', '냄새', '는', '곳도', '대체로', '관리', '많이', '해', '서', '깔끔하다', '지다', '1시간', '3,000원', '돗자리', '는', '2천원', '렌트', '가능하다']",긍정
"라면은 3,000원이다.",4,157,"['라면', '은', '3,000원', '이다']",부정
길거리에서 사 먹기엔 가격이 저렴하진 않다.,5,157,"['길거리', '먹기', '엔', '가격', '저렴하다', '않다']",부정
"왠만한 식당 수준으로 비용이 들고, 카드 거래가 안된다.",6,157,"['왠만하다', '식당', '수준', '비용', '들다', '카드', '거래', '안되다']",부정
(only cash)  7시 이전까지는 그늘막을 쳐 놓고 쉴 수 있다.,7,157,"['only', 'cash', '7시', '이전', '까지는', '그늘', '막', '치다', '놓다', '쉬다', '수']",긍정
종종 음악공연도 많이하고 해서 주말에는 언제든지 편하게 가볼 만하다고 생각한다.,8,157,"['종종', '음악', '공연', '도', '많다', '하다', '주말', '에는', '든지', '편하다', '가보다', '만', '하다', '생각', '하다']",긍정
다 좋은데 보이는 잔디밭마다 돗자리 편 사람들 빼곡하니 너무 시끄럽고 음악 소리는 왜 그리 큰지 정신 사나웠음.,0,158,"['다', '좋다', '보이다', '잔디밭', '마다', '돗자리', '편', '사람', '빼곡', '니', '너무', '시끄럽다', '음악', '소리', '는', '그리다', '크다', '정신', '사납다']",부정
게다가 푸드트럭을 대신한 각종 포장마차들과 돗자리 대여상들로 인해 사람들은 또 어찌나 무질서하던지...;;,1,158,"['푸드', '트럭', '대신', '한', '포장마차', '돗자리', '대', '여상', '인하다', '사람', '은', '어찌나', '무질서', '하다', '...;;']",부정
한강 공원 간다면 여의도는 앞으로 믿거하고 딴 데로 갈 듯,2,158,"['한강', '공원', '간다', '면', '여의도', '는', '앞', '믿다', '따다', '데', '갈다', '듯']",긍정
말로 표현것있나요.,0,159,"['말로', '표현']",부정
한번은 가보지요,1,159,"['한번', '은', '가보다']",부정
힐링이 필요하면 여의도 한강공원에 다시 올 것 같아요.,0,160,"['힐링', '필요하다', '여의도', '한강', '공원', '다시', '오다']",긍정
좋아요,0,161,['좋다'],긍정
노을을 바라보는 곳입니다,1,161,"['노을', '바라보다', '곳', '이다']",부정
순간 외국 같기도 하고요 자전거로 온다면 더 좋을듯 한 한강 입니다,2,161,"['순간', '외국', '하다', '자전거', '오다', '더', '좋다', '하다', '한강', '이다']",긍정
공원 곳곳에 대형 쓰레기 통이 있는데 늦은 저녁에 가면 항상 쓰레기들이 넘치고 있습니다.,0,162,"['공원', '곳곳', '대형', '쓰레기', '통', '늦다', '저녁', '가면', '항상', '쓰레기', '넘다']",긍정
때문에 어딜가든 쓰레기 냄새가 납니다.,1,162,"['때문', '어딜', '가든', '쓰레기', '냄새', '나다']",부정
개선이 필요합니다,2,162,"['개선', '필요하다']",부정
야경과 라면이 좋음,0,163,"['야경', '라면', '좋다']",긍정
여의도한강공원 데이트하기 너무 좋아졌네요~,0,164,"['여의도', '한강', '공원', '데이트', '하다', '너무', '좋아지다']",긍정
예전에는 돗자리 깔고 있어야해서 강바람 맞고 있기가 좀 힘들었는데 요새는 텐트 대여를 해주니까 너무 좋더라구요,1,164,"['예전', '에는', '돗자리', '깔다', '야하다', '강바람', '맞다', '힘들다', '요새', '는', '텐트', '대여', '해주', '니까', '너무', '좋다']",긍정
:) 아주 끝내주는 곳이 되었습니다~,2,164,"[':)', '아주', '끝내주다', '곳', '되어다']",긍정
구름 멋진 어느날...,0,165,"['구름', '멋지다', '날']",긍정
트윈타워 건너편.,1,165,"['트윈타워', '건너편']",긍정
"경치는 좋으나 난개발 되어있고 어울리지 않는 조형물(특히 고깃배- 이걸 예술품이랍시고 만든 사람이나, 이걸 갖다놓은 사람이나 그 나물에 그 밥)들이 쓸데없이 자리를 차지하고 있음.",0,166,"['경치', '는', '좋다', '난', '개발', '되어다', '어울리다', '않다', '조형', '물', '특히', '고깃배', '걸', '예술', '품다', '만들다', '사람', '이나', '걸', '갖다', '사람', '이나', '나물', '밥', '들이다', '쓸데없이', '자리', '차지', '하고']",부정
주차공간이 턱없이 부족함.,1,166,"['주차공간', '턱', '없이', '부족함']",부정
멋진 풍경이 난잡한 공원 구조로 인해 죽는 느낌임.,2,166,"['멋지다', '풍경', '난잡하다', '공원', '구조', '인하다', '죽다', '느낌', '임']",긍정
씨유에서 라면 사서 끓여먹을수 있어요.,0,167,"['씨유', '라면', '사서', '끓이다', '먹다']",긍정
주차장도 있고 시설도 괜찮습니다.,1,167,"['주차장', '도', '시설', '도', '괜찮다']",긍정
돗자리.담요.상 빌려주는곳도 있어요.,2,167,"['돗자리', '담요', '상', '빌리다', '곳도']",부정
사도 되고요.,3,167,"['사도', '되다']",긍정
여러가지 먹거리도 있고 배달시키면 배달 존에서 찾아가야됩니다.,4,167,"['여러가지', '먹거리', '도', '배달', '배달', '존', '찾아가다', '되다']",긍정
배달존은 주차장 입구에있습니다.,5,167,"['배달', '존', '은', '주차장', '입구']",긍정
은박돗자리가 사면사천원.,6,167,"['은박', '돗자리', '사면', '사천원']",부정
빌리면 이천원 이에요.,7,167,"['빌리다', '이천원', '이에요']",부정
생각보다 바람이 많이 불어요.,8,167,"['생각', '보다', '바람', '많이', '불어', '요']",부정
강바람 시원합니다.,9,167,"['강바람', '시원하다']",긍정
9월중순이후로는 담요와 두꺼운 옷을 챙겨 가길 권유합니다.,10,167,"['9월', '중순이후로는', '담요', '두껍다', '옷', '챙기다', '가다', '권유', '하다']",부정
화장실은 입구에 있으니 미리 볼 일 보고 들어가세요.,11,167,"['화장실', '은', '입구', '미리', '볼', '보고', '들어가다']",긍정
배 위에 씨유있는곳도 있긴 해요.,12,167,"['배', '위', '씨유', '곳도', '해', '요']",부정
귀여운 조명도구도 팔기도 하고  장작구이통닭 삼겹살.,13,167,"['귀엽다', '조명도', '구도', '기도', '하다', '장작구이', '통닭', '삼겹살']",긍정
다코야키.,14,167,['다코야키'],부정
달고나.,15,167,['달고나'],부정
꼬치.,16,167,['꼬치'],부정
커피 등 주전부리 늦게까지 팔아요.,17,167,"['커피', '주전부리', '늦다', '파다']",긍정
나가실때 아주 큰 쓰레기통 있어요.,18,167,"['나가다', '아주', '크다', '쓰레기통']",부정
분리수거 할 수있습니다.,19,167,"['분리수거', '하다', '수']",긍정
텐트는 밤에 안돼요.,20,167,"['텐트', '는', '밤', '안', '돼다']",부정
강바람이 진짜 좋아요.,21,167,"['강바람', '진짜', '좋다']",긍정
누워서 하늘을 보면 정말 좋습니다.,22,167,"['눕다', '하늘', '보다', '정말', '좋다']",긍정
오늘은 너무많은 사람들 하지만 불꽃을 보는순간 다 잊어버렸내요,0,168,"['오늘', '은', '너무', '많다', '사람', '불꽃', '보다', '순간', '다', '잊어버리다']",부정
오랜만에 다녀왔는데 여전히 북적이고 재밌었습니당,0,169,"['오랜', '만', '다녀오다', '여전하다', '북적', '이고', '재밌다', '습', '니당다']",긍정
:) 공원 들어가기 전에 있는 나무는 이맘때쯤에 항상 인기만점이더라구요!,1,169,"[':)', '공원', '들어가다', '전', '나무', '는', '이맘때', '쯤', '항상', '인기', '만점', '덥다']",긍정
이제 날씨가 좋아졌으니 더 많이 다녀보려구요!,2,169,"['이제', '날씨', '좋아지다', '더', '많이', '다니다', '보다']",긍정
진짜 한강이 너무 예뻤고 어떻게 사진을 찍어도 이쁘게 나와서 좋았어요.,0,170,"['진짜', '한강', '너무', '예쁘다', '어떻다', '사진', '찍다', '이쁘다', '나오다', '좋다']",긍정
한강에서 돗자리 깔고 친구들이랑 이것저것 먹으니까 완전 행복했어요.,1,170,"['한강', '돗자리', '깔다', '친구', '이랑', '먹다', '완전', '행복하다']",긍정
학업 스트레스가 싹 날라가는 기분이었어요.,2,170,"['학업', '스트레스', '싹', '나르다', '기분', '이다']",부정
근데 돗자리 깔고 앉을거면 좀 안쪽에 앉는게 좋아요.,3,170,"['근데', '돗자리', '깔다', '앉다', '안쪽', '앉다', '좋다']",긍정
한강에서 모터보트(?)를 타는 분들때문에 물이 튈수 있기 때문이에요,4,170,"['한강', '모터보트', '(?)', '분', '때문', '물이', '튀다', '때문', '이에요']",긍정
여름과 늦여름에 놀러가기 좋은데다 자전거타기 좋은장소!,0,171,"['여름', '늦', '여름', '놀다', '가기', '좋다', '자전거타기', '좋다', '장소']",긍정
10월에는 불꽃축제 시즌이라 사람들로 붐비나 가까이서 불꽃을 보는데 더할나위없는 핫플레이스!,1,171,"['10월', '에는', '불꽃', '축제', '시즌', '이라', '사람', '붐비다', '가까이', '서', '불꽃', '보다', '더하다', '나위', '없다', '핫', '플', '레이스']",부정
여의도불꽃축제를 보러 갔어요.,0,172,"['여의도', '불꽃', '축제', '보다', '가다']",부정
넓고 깨끗하고 좋았습니다.,1,172,"['넓다', '깨끗하다', '좋다']",긍정
밤에 가봤는데 낮에도 한번 가보고 싶어요.,2,172,"['밤', '가보다', '낮', '에도', '한번', '가보다', '싶다']",부정
행사기간이라 사람이 너무 많았습니다.,3,172,"['행사', '기간', '이라', '사람', '너무', '많다']",부정
닭꼬치 파는데 한개에 오천원...^^,4,172,"['닭꼬치', '팔다', '한', '개', '오천원', '...^^']",부정
개사기 아닙니까?!,5,172,"['개', '사기', '아니다', '?!']",부정
날씨와 미세먼지만 좋다면 최고의 장소인것 같아요,6,172,"['날씨', '미세먼지', '만', '좋다', '최고', '장소', '인']",긍정
"기쁨은 나누면 질투가 되고, 슬픔은 나누면 약점이 된다.",0,173,"['기쁨', '은', '나누다', '질투', '되다', '슬픔', '은', '나누다', '약점', '되다']",긍정
서울사는 사람들은 진짜 좋겠다.....,0,174,"['서울', '살다', '사람', '은', '진짜', '좋다', '.....']",긍정
여기 맨날 가보고..,1,174,"['맨날', '가보다', '..']",긍정
이러니 서울공화국이지,2,174,"['이러니', '서', '울', '공화국', '이지']",부정
진짜 이쁘고 넘 좋다..,3,174,"['진짜', '이쁘다', '넘다', '좋다', '..']",긍정
퇴근하고 맥주 한 캔 하면서 쉬기 딱 좋음,4,174,"['퇴근', '하고', '맥주', '하다', '캔', '하다', '쉬다', '좋다']",긍정
한달에 한두번씩은 필수로 오는거 같아요.,0,175,"['한', '달', '한두', '번', '씩', '은', '필수', '오다']",긍정
항상 치킨과 맥주랑 잘 어울리는 곳이네요,1,175,"['항상', '치킨', '맥주', '랑', '자다', '어울리다', '곳', '이네', '요']",긍정
피크닉 구역비둘기들이 좀 사람을 경계를 안해서 가까이 있어서 살짝 무섭긴하네요.,2,175,"['피크닉', '구역', '비둘기', '사람', '경계', '안해', '서', '가까이', '살짝', '무섭다', '하다']",긍정
여기저기서 깜짝 놀라는 소리가 자주 들리구요.,3,175,"['여기저기', '서', '깜짝', '소리', '자주', '들리다']",긍정
더 추워지기 전에 한강유람선 타보세요,0,176,"['더', '추워지다', '전', '한강', '유람선', '타', '보다']",긍정
":) 다시 오픈했고, 사람들이 생각보다 없어요.",1,176,"[':)', '다시', '오픈', '하다', '사람', '생각', '보다', '없다']",부정
야경 정말 예쁜 서울 구경하기 정말 좋은 코스예요~,2,176,"['야경', '정말', '예쁘다', '서울', '구경', '하다', '정말', '좋다', '코스', '예요']",긍정
분위기 좋아요!,0,177,"['분위기', '좋다']",긍정
날씨도 좋아서 아주 최고였어용,1,177,"['날씨', '도', '좋다', '아주', '최고', '이다']",긍정
코로나만 빨리 끝나면 ㅠㅠ,2,177,"['코로나', '만', '빨리', '끝나다', 'ㅠㅠ']",부정
아직 겨울이라 강바람이 추웠지만 시설도 깨끗하고 잔잔허게 경치 즐기면서 대화하기 좋음,0,178,"['아직', '겨울', '이라', '강바람', '춥다', '시설', '도', '깨끗하다', '잔잔', '허다', '경치', '즐기다', '대화', '하다', '좋다']",긍정
바람막이텐트도 칠수있고 화장실도 꽤많음.,0,179,"['바람막이', '텐트', '도', '치다', '화장실', '도', '꽤', '많다']",긍정
