,0
584,"턱없이 부족한 주차창땜에 기다리다가
주차비만 날리고 왔네요ㅠ
주차를 못하고 기다렸다면 받지 말아야 하는것 아닌가요??
장사하는 주차요원들이 갑인것같습니다
서울시에서 주차시의 지침서를 마련하여 주셨슴 합니다ㅠ"
585,분수와노을이 너무 멋있었어요
586,지금은 밤바람이 추워서 그렇지만 한여름밤에 야경 및 바람쐬기 넘좋아요 데이트코스로도 좋고...^
587,풍부한 먹거리 단 주차 공간은 매우 부족하니 대중교통을 이용하는게 좋아요. 돗자리 또는 그늘막은 선택!
588,골든블루마리나 + 세빛섬
589,"프리마켓 추천!!
좋은데 저녁에는 벌레가 너무 많음
안내데스크 쪽 귀걸이 5000원 퀄 좋음 추천!!!
남자분인데 너무 친절!!"
590,자전거 라이딩은 언제나 좋다.
591,분수  구경 할 수있는곳
592,"넘 좋아요~^^
한강도 좋은대 아이들과 산책하기도 좋고 세빛섬이 함께있어서 놀거리 볼거리도 많은것 같습니다."
593,아침일찍 가니 사람도 덜하고 좋네요. 날씨까지 좋으니 산책하기 너무 좋아요
594,"아침에 산책하거나 쉬기 좋습니다.
쾌적하고  넓고. 특히 아침 일찍가면 더 좋습니다."
595,반포한강 공원 좋아요 반포대교에서 물나올때 멋있네요 저녁에 푸드트럭도 있어서 맛있는거도 먹을수 있고요 그리고 반포대교 밑에 버스 정류장도 있어요
596,한국에서 가장 아름다운 장소
597,"편의점 계약이 바뀌었는지 그 유명한 반.미니가 영업을 안 하네...
그래도 새빛 둥둥섬이 활력이 많이 넘치는거 같더라."
598,"세빛둥둥섬안에 편의시설이 더 생겼으면 좋겠네요.
겨울에도 조용히 산책하기 좋은 곳이네요."
599,서울살고싶게 만드는곳
600,"좁아요
그치만 GS편의점있고 미니스탑도 있고 BHC치킨,  채빛퀴진도 있어요. 한강공원에 아이들하고 피크닉은 첨이라 괜찮았어요."
601,"한강  반포, 잠원지역에 속하며 야간에는 시원하고,
야경도 좋아 많은 사람들이 찿는 곳이고, 지근 그리에 새빛섬의 채빛퀴진은 인기가 높은 장소이기도 합니다."
602,분수가 임븜
603,"산책하기 좋고 벤치나 테이블도 많아서 더욱 좋아요~
나무밑의 흔들의자도 좋구요~"
604,"세빛섬과 달빛무지개 분수가 있는
이국적인 모습의 반포한강공원입니다.

4월에는 유채꽃 축제가 있으며,
여름에는 한강몽땅 프로그램이 진행되어 각종 문화행사도 즐길수 있습니다"
605,못 가보았다면 한 번쯤은 갈볼만한 장소 입니다
606,조용하고 좋네요
607,조금 더 어두웠으면 멋있을 듯  하네요.
608,야경 좋죠ㅎ 👍…
609,야간에 구경하기 좋은 한강변 명소
610,"멋진 불 쇼도 보고 푸드트럭에서 맛있는 음시도 먹고,야식으로 라면을 먹었다. 정말 멋진 하루였당"
611,"지금은 주위 공사중 산만하고
봅잡한 환경이군요 빨리 공사가끝나기를"
612,자전거 타기 좋습니다.
613,야경 이쁘고 사진 찍리좋습니다. 다만 사람많고 냄새나고 시끄럽고 북적거리고 오토바이 소음에..
614,가볍게 산책하기 좋은 공간이다. 날씨 좋은 저녁에 새빛섬 일대에서 일몰을 감상하는것도 매우 좋다.
615,잠깐 10분 화장실만 사용하고 피곤해서 다음에 오기로 기약함...ㅎㅎ 그냥 잠시 야경만 감상함..
616,서울 중심부에 위치한 강변 공원. 자동차를 이용해 주차장 진입하기에 다양한 경로가 있으며 버스를 이용해서 방문하기에도 좋다.
617,여의도보단 반포를 추천드립니다
618,여유로움과 자우로움이 있는 수변공원.
619,야경도 좋고 새도보고 공연에 푸드트럭까지 날씨 좋은날 방문하면 좋아요
620,산책하기 좋고 저녁시간에 분수를 볼수 있어요. 주차도 편함
621,이쁘고 좋고 넓은 한강공원
622,반포의 하늘! 같은자리 두얼굴의 하늘!
623,최고의 수변공원 입니다
624,벚꽃이 비처럼 내리니 왜 슬프지?
625,매운불닭을 판다. 일본인과 가서 치킨을 시켜먹었다. 공원안으로  오토바이가 들어오지 못하여 잠수교 버스정류장에 가서 받아와야 한다.
626,"위치  경치 편의 굿.안전.
사람이 늘 많고
주차요금 새벽늦게까지 징수해서 별하나 뺌."
627,"직원분들도 친절하고 음식도 다 맛있어요
또 가고싶어요~"
628,"한강 좋아요
주차는 카카오 주차에 등록 해놓으면 출차가 편해요"
629,도깨비 야시장도 좋고 분수도 좋고
630,한강은 다 좋지만 강남과 강북을 도보 및 자전거로 이어주는 잠수교가 있어서 더욱 좋다. 저녁에는 반포대교/잠수교에서 조명 및 분수 쇼가 펼쳐지고 수많은 자전거족이 뭉치는 <반미니>도 근쳐에 있다.
631,주말마다 열리는 야시장으로 인해 주차장이 혼잡.아무렇게나 차를 세워두고 가는 분들이 많았어요.좀더 관리가 필요해요.
632,시원하고 강바람쏘이기 좋아요.비오는 날이라 사람이 없고 조용하네요
633,행복한 시간보냈다
634,"피크닉장이 넓고 주변풍경이 이뻐요!
다만 화장실이 좀 먼게 불편하네요. 주차장 너머에 있어서 ㅠㅜ"
635,배도 보고 전망이 좋은 한강... 오늘은 바람이 무지 심해 금방왔지만 운동하기 좋은 공원이네요
636,한강의 경치와 시원한 바람을 느끼며 산책할 수 있는 넓은 공원입니다.
637,서울에서 몇 안되는 아름다운곳 평화롭습니다
638,"한강변 반포구역의 둔치를 공원화 하였으며 잔디, 식당 편의시설, 운동기구, 자전거길, 한강수상택시, 휴식시설, 요트 레저시설까지 갖춰저 있다. 도심 속에서 강과 함께 하는 자연을 깨끗하고 편리한 환경에서 즐길 수 있다."
639,주차장 좁고 사람은 많고 편의시설은 좀 간격이 멈. 차라리 잠원 혹은 잠실이 나을듯
640,항상 좋아요
641,쾌적하고 넓은 공원과 시간만 잘 맞춰가면 볼 수 있는 좋은 공연과 전시. 조깅이나 트래킹하기 좋은 곳.
642,밤의 불빛이 아름다운 다리입니다.
643,자전거 타고 뚝섬 방향으로 가서 쉼터같은 곳 찍고 돌아오면 시간도 거리도 적당하네요 !
644,밤에봄 좋다 낮에도 가고싶다
645,사람이 굉장히 많아요.쓰레기를 버릴 수 있는 곳이 곳곳에 있으니 귀찮아도 꼭 예쁘게 처리해요^^
646,"주차가힘들죠.주말에가면 주차지옥.
하지만 그것말곤 너무좋음.
야경좋고
키즈까페있고
참좋습니다"
647,달빛야시장 음식 맛있고 분위기 좋았습니다
648,날씨도 좋고 석양이 이쁘다
649,반포한강공원 산책하기 정말 좋고 휴식하기 좋은 곳입니다
650,여름밤 쉬기 참 좋았어요
651,여름에 출퇴근시 자주 보는 무지개분수.. 포토샷 포인트~!!
652,이른 아침이나 늦은 밤에 산책하기 좋은곳...  다른 때도 좋긴한데... 사람이 너무 많다는게 단점이라면 단점.
653,"다른곳에서는 볼수없는 특이한 유리하우스를 볼수있고
한강과 한남대교 남산을 볼수있고
아파트를 배경으로해서 사진찍으면
멋진사진 얻을수있습니다."
654,"good 좋은 경치, 쾌적한 환경, 딱좋은 날씨, 세빛섬이 가까움 / 부족한 주차공간, 그늘막+텐트 설치불가"
655,"주차힘둘지만 운좋이 좋았구요
가까운 나들이 좋아요"
656,날씨가 넘 조아요
657,날이 좋은 날 방문하면 특히 좋습니다. 야경이 멋있어서 치맥을 하면서 즐기면 외국 못지않습니다
658,조용히 시간을 보내기좋은 공원임 배달음식도 따뜻하게해서 빨리오고 아주 만족스러움
659,"초여름 날씨가 시작되며 공원으로 사람들이 몰려옵니다.이곳에는 도깨비야시장이 열리고 있어
구경나온 사람들에게 먹을것,
보고 즐길것으로 유혹합니다."
660,저녁에 정시마다 반포대교에서 음악 분수쇼를 합니다. 간단히 배달음식 먹으면서 구경하기에 좋습니다.
661,"21년 자전거대행진
참가차
다녀왔는데 미세 먼지가 너무 많어
최악인것 갔습니다"
662,"애들 데리고 다녀오기 좋아요. 연날리기, 공놀이, 씽씽카, 자전거타기등 많은 놀이를 할수있어요~"
663,"편리한 교통과 아름다운 야경! 항상 갈 때마다 좋은 분위기
좋아요"
664,좋은 날씨에 즐거운 나들이였어요
665,뷰가 너무 좋아요
666,"차로 지나다녔지 이렇게 잘되어 있는줄 몰랐네요..
고터에서 새빛섬까지 셔틀도 있어요"
667,보트타고 다니기 좋은곳
668,좋습니다. 단 날씨좋은 토요일 저녁은 주차난입니다. 참고하세요
669,자전거로 오르막가서 쉬는곳 여름에는 오토바이라이딩족 땜에 조금 시크러움
670,야간 운동겸 다시봐도 야경은 미쳤습니다
671,"자전거타기좋음
잠수교 가기쉬움
주차아저씨 친절

햇빛피하기힘듬, 사람이 많다
여름에 음식물쓰레기 장난아님"
672,운동시설과 광장과 잔디밭이 적당히 있다. 근처에 세빛섬이 있어 야경이 그럴듯하지만 두번 가볼만한 곳은 아니다.
673,"용산살때 야경보러 자주간곳.
동네사람뿐 아니라 멀리서도 많이 찾아오고,
라이딩족들의 쉼터이기도 한 곳."
674,맑은 하늘 따사로운 햇빛에 한강을 눈앞에 두고 담소를 정감있게 나눌 수 있는 장소
675,날씨 좋은날 놀러가기 좋아요
676,세빛둥둥섬 굿윌스토어 에서 가격도 싸고 기부한다는 생각에 득템도 하고 기분좋은 쇼핑했네요~^^
677,저녁놀이 아름다운 한강 세빛성
678,"공원 규모 치고는 좀 작다는 느낌

다만 요즈음 대세인 포켓몬을 간단히 즐기기에는 ^..^
포켓몬 스탑은 그리 만치는 않아용"
679,잘 관리되고 있어요. 모두들 사용하고 난 자리는 치웁시다 ㅋ
680,자전거 타기 및 가벼운 조깅하기에 최고. 친구들과 맥주 한 두캔 들고 가면 추억은 두배로~
681,8월 재즈페스티벌!  너무 좋았어요^^
682,산책하다 반포대교 분수쇼 관람할 수 있습니다.
683,"분수쇼, 불꽃놀이, 도깨비 시장, 세빛섬 등등 여러가지를 즐길수 있어서 좋은 곳입니다."
684,개인적으로는 너무 규격에 신경쓰고 실제 맛이나 낭만이 좀 아쉬워요. 그냥 기분내러 들르긴 하는데 사먹거나 교핑하긴 좀 애매해요.
685,반포역통해서 공원에 갔는데 고터통해서 간것과정말분위기가다르고 너무이뻤다 힐링된다 대신 음식받으러가기 멀듯ㅇㅇ
686,딜빛무지개분수
687,야시장 굿 주차
688,잘해놨네요
689,"한강공원중 사람이 제일많이 찾는곳같다 그만한 이유가 있으니 찾는것같다
주차장넓지만 차안가지고 가는게 좋을듯
여름에하는 푸드트럭 무슨야시장이라고 공연도 많고 가족단위 데이트하기 좋은장소"
690,자전거를 타면서 자주 방문하는 장소입니다.
691,"서울의 한가운데 위치한 휴식처.
선착장, 편의점 등이 있고, 자전거 동호인들이 많이 있습니다."
692,"내 신발 누가 주워갔을까
15만원짜린데...
집에 들러서 신발 두고갈걸....
새 주인 만나서 잘있니 신발아?"
693,밤에 아름다운곳
694,♡시원한 여름 밤♡
695,넓다. 세빛섬 주차요금이 싸다. 데이트코스 추천. 롱보드때문에 갔는데 좋음
696,비가 조금 오면 불에 잠겨서
697,공원과 한강 그리고 여유로움
698,치맥 좋고. 직원 분들도 친절
699,"세빛둥둥섬 명의 건물이 한강물 위에 떠있고
야간에 는 건물 전체가 화려한 네온싸인불빛이
아름다운 곳 입니다."
700,힐링이 필요하세요?
701,시원하구탁트인공간이넘좋았구한데 봄씨앗이넘많이날려서 잠시있다나왔지만좋았다
702,터미널과 가까워 십여분 걸어서 한강구경을 했다. 사람도 많고 비둘기도 많다. 시원한게 볼만했다!
703,데이트 하기 좋은 곳이예요
704,서울의 너무 아름다운 야경. 내가 이날을 즐기기 위해 열심히 일한 이유가 있는것 같다
705,평일이라 그런지 조용하고 산책하기 굳
706,산책하기 좋음
707,한강공원중 최고
708,"밤에 꼭가볼것
야시장도 열리고
야경찍기도좋고
맥주 한잔하기도 좋은 곳"
709,탁트이고 시원한
710,"야경도 좋고 다 좋으나...
주차 너무 힘들다 ㅜㅜ..
입출차 시간만 각 30분.."
711,이쁜여자 많이옴 그만큼 사람도 많음 음식은 골라먹는재미가 있지만 맛이 우와 존맛탱 할 그런맛은 아님.
712,#밤도깨비야시장
713,데이트하기 딱 좋은곳!
714,그냥 좋지요
715,분위기가 좋아서 연인들이 데이트하기엔 더할나위가 없지만 저는 여자친구가 없기때문에 2점 드리겠습니다. 관계자분들 심술부려서 죄송합니다
716,야경이 멋지네요
717,꼭 가보자구
718,넓은 주차공간과 토요일에 열리는 도깨비야시장까지 너무나 여유로운 밤이었어요
719,복작거려서 그렇지 놀기 좋아요
720,분위기있는 산책.  세빛둥둥섬
721,낮에는 돗자리 쉼터이며 밤에는 야경이 멋있고 주말에 있는 먹거리 장터도 특색있는 거리
722,"잠실교 엎에 있어요
여름에 낮은 뜨거워서 해빛피하기 힘들지만
봄이나 가을는 좋아요"
